Job reference,Job title,Date de publication,Company,Location,Contract type,URL,Salary,Experience,Education level,Skills,Description
9306025,Data Engineer H/F,Publié il y a 13 jours,N/A,LILLE 59,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9306025,"Salaire brut : Annuel de 35000,00 Euros à 55000,00 Euros",Expérience exigée,N/A,[],"POSTE : Data Engineer H/F
DESCRIPTION : Les missions d'un Amiltonien :

En tant que Data Engineer (H/F), vous serez en charge des missions suivantes :
-  Concevoir et développer les futures fonctionnalités de la plateforme Big Data sous Google Cloud Platform.

-  Concevoir les flux d'alimentation et les tables (structure de donnée).

-  Automatiser et industrialiser les flux.

-  Assurer le run applicatif, le cas échéant.

La stack technique :

o Maîtrise des langages suivants : SQL, Talend, BigQuery

o Connaissances de Google (GCP)

o Notion de programmation fonctionnelle
PROFIL : Le profil d'un Amiltonien :

Diplômé Bac +4/5 (Ecole d'ingénieur/Master), vous disposez de 2 années d'expérience dans le développement de data.

Toujours sur le qui-vive des nouveautés technologiques, vous êtes force de proposition sur des technos, des outils ou des process qui permettent d'améliorer la qualité du code et la stabilité de nos applications.

Outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation.

Nos postes sont ouverts aux personnes en situation de handicap.

Ref : 2mz2cild4j"
9303242,Site Reliability Engineer - Data Platform H/F,Publié il y a 13 jours,N/A,BREST 29,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9303242,N/A,Expérience exigée,N/A,[],"POSTE : Site Reliability Engineer - Data Platform H/F
DESCRIPTION : #OVHcloud

Vous voulez contribuer à des projets uniques pour construire ensemble le cloud libre ? Allons-y !

Chez OVHcloud, nous sommes animés par la même volonté, celle de construire l'avenir ensemble pour défendre la liberté d'innover.

Avec plus d'1, 6 millions de clients dans le Monde, OVHcloud est le leader Européen du cloud computing et le 3ème hébergeur Internet au rang mondial. Notre entreprise emploie plus de 2900 collaborateurs et nos équipes croissent à toute vitesse, en France comme à l'international.

Avec 37 data centres et une présence commerciale sur les 4 continents, nous fabriquons nos propres serveurs et maîtrisons ainsi l'ensemble de notre chaine industrielle.

Nous défendons un cloud innovant et différent, qui respecte les valeurs européennes de liberté de choix, de transparence, d'ouverture aux standards, de protection de la vie privée.

Afin d'accompagner notre croissance, nous sommes constamment en quête de nouveaux talents qui partagent nos valeurs et nos ambitions.

Vos principales responsabilités :
-  Opérer les plateformes 24h / 24 et 7j / 7 dans plusieurs datacentres, et participez aux astreintes.
-  Garantir la scalabilité et la performance des plateformes.
-  Travailler aux cotés des autres membres de l'équipe, composée de développeuses/développeurs et de SREs pour fournir support et conseils sur les meilleurs façons de concevoir et maintenir nos services, pour garantir que nos produits soient prodables, scalables, fiables, et monitorés dès le premier jour.
-  Maintenir et améliorer/construire l'observabilité des produits.

Votre futur impact

Au sein de votre équipe #OneTeam
-  Vous évoluerez au sein de l'équipe Data Analytics d'OVHcloud dont le but est de fournir à nos clients des plateformes et services permettant de créer des ponts entre différents produits et services de data, comme des bases de données, des data warehouses, des plateformes d'IA, en facilitant l'utilisation de frameworks d'analyses distribuées, comme Apache Spark et Trino
-  Participez au développement et à la mise en production de la Data Platform d'OVHcloud.
-  Assistez (ou présentez !) aux Meetups et aux meilleures conférences au monde telles que : Devoxxx, Flink Forward, Spark Summit, etc.

Et dans 6 mois vous aurez accompli
-  Votre monté en compétence sur la stack technique d'OVHcloud.
-  La compréhension nos problématiques.

Dans 1 an vous aurez démontré
-  Votre habilité à tacler des sujets complexes.
-  Votre capacité à industrialiser l'alerting.

Profil requis
-  Une expérience dans les opérations de clusters Kubernetes.
-  Une expérience sur du déploiement avec Ansible ou Terraform.
-  Curieux et avec une appétence pour les sujets en lien avec la Data.
-  Problem solver.

C'est un +
-  Maîtrise complète du management de Kubernetes (Network Policy)

PROCESS DE RECRUTEMENT

1 - Rencontre avec notre recruteur (Arthur).

2 - Rencontre avec le manager (Dimitri).

3 - Rencontre avec l'équipe (Sébastien, Clément, Pierre-Yves).

REJOINDRE L'AVENTURE OVHCLOUD

OVHcloud valorise la diversité des personnes qu'elle embauche et accompagne. La diversité, pour OVHcloud, c'est favoriser un milieu de travail où les différences individuelles sont reconnues, appréciées et respectées de façon à développer le plein potentiel et les forces de chacune et chacun. Soyez libre d'être vous-même !
PROFIL :"
9303058,Data Engineer H/F,Publié il y a 13 jours,N/A,MERY 73,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9303058,N/A,Expérience exigée,N/A,[],"POSTE : Data Engineer H/F
DESCRIPTION : Basé au siège social de la Line of Business European Road Netwrk à Méry (73), nous recherchons un(e) Data Engineer pour rejoindre les équipes IT.

Vos missions principales seront les suivantes :
-  Vous êtes responsable du maintien en conditions opérationnelles des outils BI utilisés chez Geodis ERN et de leur bonne utilisation par les équipe de développement BI.

-  Vous faites évoluer le S.I.D. (organisation des données, qualité, modélisation, gouvernance) en tenant compte des directives du groupe GEODIS (Datalayer)

-  Vous êtes un acteur majeur de l'intégration de nos DATA dans le Datalayer du groupe GEODIS et vous accompagnez les équipes pour leur montée en compétence sur les solutions techniques déployées.
PROFIL : Votre profil :

-   Expériences significatives dans un poste équivalent
-   Maîtrise de la modélisation d'un SI décisionnel.
-   Bonne connaissance des solutions embarquées dans un Datalayer (Cloudera) et des langages structurés (Python, JavaScript, Scala)
-   Maîtrise d'un ETL (idéalement Talend)
-   Compétences sur les outils BI (Power BI, Cognos)
-   Bon communiquant, pour convaincre, expliquer, transmettre ses compétences
-   Force de proposition (challenger les offres BI actuelles et futures)

 : Dans un cadre agréable entre lac et montagnes, vous bénéficierez, entre autres, de titres restaurants, d'une épargne salariale attractive, de jours de télétravail"
9302954,CDI - Data Engineer H/F,Publié il y a 13 jours,N/A,PUTEAUX 92,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9302954,N/A,Expérience exigée,N/A,[],"POSTE : CDI - Data Engineer H/F
DESCRIPTION : Plus précisément, vous rejoindrez notre Direction Data, composée de 50 expertes et experts, ayant une place importante et centrale au sein du groupe. Le but étant d'accompagner l'ensemble des métiers business (marketing, études, régie publicitaire) dans leur quotidien. Vous intégrerez l'équipe Delivery qui est en charge de toute la collecte, l'enrichissement et la mise à disposition des différents types de données.

Notre Stack technique : AWS (Lambda, Kinesis, EMR Serverless, DynamoDb et plein d'autres services AWS), Apache Airflow, Scala, Python, Snowflake, Gitlab et Gitlab CI.

Nos super projets en cours ou à venir :
-  Data quality : notre équipe collecte 1, 3 milliard de données par jour et 400 gigas par heure en moyenne. Dans ce contexte nous devons veiller à ce que les données soient de qualité, mais aussi disponibles en temps et en heure.

La collecte de ces données va nous permettre, entre autres, de recommander du contenu à nos abonné.es ainsi que la transmission de messages ciblés visant au renforcement de leur engagement.

Fun facts :
-  Ces données vont nous permettre de convertir les prospects en abonné.es et de les fidéliser en personnalisant au maximum leurs expériences, mais aussi d'analyser l'impact de certains événements marquants (la signature d'un nouveau partenaire, la prolongation des droits de diffusion de la F1 ou encore la prolongation de Kylian MBAPPE au PSG) sur le comportement de nos abonné.es !

Votre rôle et vos missions :
-  Concevoir, implémenter et participer à l'industrialisation des applications data
-  Comprendre les problématiques en jeu de chaque sujet
-  Travailler en collaboration avec des profils DEVOPS, Tech Lead et PO
-  Participer aux différentes guildes mises en place dans des processus d'amélioration continue autour de la Data Gouvernance, des normes et standards de développements

Et si on parlait de vous ?
-  Vous justifiez d'une expérience de 3 ans minimum en tant que développeur/développeuse ou ingénieur.e data
-  Vous maitrisez Scala (ou Java), Spark ou justifiez d'une expérience de développement dans un environnement distribué
-  Vous avez une expérience sur AWS ou au moins sur un cloud provider
-  Une expérience sur Airflow ou en ""Infrastructure as Code"" avec Terraform serait appréciée
-  Vous faites preuve d'autonomie, appréciez le travail en équipe et êtes force de proposition
-  Vous avez déjà travaillé dans un environnement agile
-  Vous êtes sensible aux concepts de clean code, clean architecture et aux best practices pour la réalisation de projets Data fiables et robustes
-  Vous avez un bon niveau d'anglais (lu, écrit, parlé)
-  Vous souhaitez rejoindre un grand acteur de l'univers des médias !

Et le process ? Un 1er contact téléphonique avec la tech recruiter + 1 entretien avec le manager, le tech lead et la tech recruiter + 1 test technique + 1 entretien avec notre Directrice Data + 1 café avec l'équipe, environ 3 semaines en tout, en visio ou en physique comme vous le souhaitez !

Les +
-  Un abonnement collaborateur CANAL+ pour être incollable sur nos univers !
-  Des avant-premières de films et séries dans notre salle de cinéma
-  Des visites de nos plateaux et des participations à nos émissions
-  Participer aux événements de notre communauté CANAL+ TECH : meetups suivi d'afterworks, tech week
-  Participation & Intéressement
-  CSE attractif : chèques vacances et noël, prime mariage / pacs / naissance, réduction billetterie sport / voyages / loisirs, prise en charge d'une partie de votre abonnement sportif
-  Disposer d'1 jour d'engagement solidaire par an au profit d'une sélection d'associations
-  Devenir intrapreneur ou intrapreneuse avec l'Hack'celerator, notre programme d'incubation interne
-  Et parce que nous voulons vous aider à vous épanouir et vous perfectionner : des formations régulières, des participations à des conférences en interne ou en externe !

 Et le télétravail dans tout ça ? Vous pourrez en bénéficier jusqu'à 3 jours par semaine !

En tant que média, producteur et distributeur de contenus, le Groupe CANAL+ a une responsabilité particulière. En interne ou à l'écran, nous soutenons une création ambitieuse, inclusive et respectueuse des limites planétaires.

On agit pour l'égalité entre les femmes et les hommes, contre toute forme de discrimination ou harcèlement

On agit pour l'égalité des chances et l'inclusion de tous et toutes

On agit pour réduire notre impact environnemental et éco-concevoir nos produits

Si vous voyez cette annonce, c'est que vous avez votre chance et que nous n'avons pas encore trouvé la"
9293688,Data Engineer H/F,Publié il y a 14 jours,N/A,ST OUEN SUR SEINE 93,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9293688,N/A,Expérience exigée,N/A,[],"POSTE : Data Engineer H/F
DESCRIPTION : Dans le cadre de son développement, Inetum recrute un Data Engineer (H/F) pour sa branche Applications Services.
Vous interviendrez chez l'un de nos clients sur des projets BI et/ou Big Data en méthode agile.

Le Data Engineer sera en charge de :
Apporter une expertise en Data permettant la manipulation de données
Accompagner nos clients dans la réalisation de projets dans un contexte Big Data et Cloud
Participer à réunions permettant de valider les principes techniques et algorithmiques pour des projets
PROFIL : De formation Bac +5, vous justifiez d'une expérience d'au moins 4 ans dans le domaine de la Data. Vous avez évolué dans le monde du développement (Python, Spark, Aws)

Vous êtes capable de prendre des initiatives, autonome, rigoureux(se) et vous savez vous adaptez à de nouveaux environnements.
Vous appréciez le travail en équipe dans un contexte agile, et aimez relever des défis.
La maîtrise de l'anglais est un vrai plus"
9293657,Data Engineer Aws H/F,Publié il y a 14 jours,N/A,LA GARENNE COLOMBES 92,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9293657,N/A,Expérience exigée,N/A,[],"POSTE : Data Engineer Aws H/F
DESCRIPTION : Découvrez la Vie Apsidienne et vous aussi, devenez Apsidien
On aurait pu demander à Chat GPT de vous démontrer en quoi Apside est l'ESN qu'il vous faut, mais on préfère que vous le découvriez vous-mêmes
Découvrez votre future mission
Contexte
Rejoignez notre Practise Cloud/Data, afin d'intervenir sur des sujets à haute valeur ajoutée !
- L'un de nos clients a lancé un large programme de transformation autour des données et de l'Intelligence Artificielle dans un contexte de transformation globale de la DSI. Le programme, piloté par le Chief Data Officer (CDO) et sous sponsoring de la Direction Générale, comporte plusieurs objectifs, dont celui de la mise en place de la plateforme Data & IA, qui a vocation à devenir le coeur du SI du client. En parallèle, le chantier de transformation Cloud en cours induit d'importantes adhérences avec les travaux d'industrialisation de la plateforme Data & IA. La Domaine Plateforme Data & IA, au sein de la Direction Data a la responsabilité de l'industrialisation de la Plateforme Data & IA ainsi que la réalisation du comptoir de données pour les métiers Finance et Risques
- Secteur : Banque/Finance
- Méthode de travail : SAFE
Mission
Vous serez en charge de réaliser les traitements d'intégration de données du pipeline d'alimentation du comptoir, ainsi que l'exposition des données en API.
Environnement technique :
- SQL
- Python/Spark
- Cloud AWS : AWS Glue, AWS Lambda (possibilité de vous former sur AWS)
- Stockage objet (AWS S3)
- Orchestration et scheduling de tâches (Apache Airflow)
- Bases analytiques et bases NoSQL (ElasticSearch, AWS Athena)
Localisation
- La Garenne Colombes à A 10 min de la Défense Accessible via T2-Arrêt Charlebourg / Ligne L - Arrêt La Garenne Colombes
Le package salarial que nous vous proposons
- Contrat : CDI
- Avantages groupe : carte ticket restaurant Swile, prime de mobilité, RTT, accord télétravail, Mutuelle, prime de cooptation, avantages CE, prise en charge de la mutuelle à 100% etc.
- Avantages agence : intégration de la Practise Cloud/Data, afterworks, communauté techlead
- Formation : certifications techniques, cours particuliers d'anglais en interne, accès à un catalogue de formations grâce à notre plateforme e-learning (Academy by Apside) ou via nos organismes partenaires.
PROFIL : Ô vous futur Apsidien, qui êtes-vous ?
- A minima 5 ans d'expérience en tant que Data Engineer
- Connaissance du monde bancaire
- Maîtrise de Spark, Python
- Connaissance de AWS
Apside a suscité votre curiosité ?
Dans un environnement marqué par une accélération des évolutions technologiques, de transformations des usages et de disruptions majeures, Apside est un partenaire de confiance qui accompagne ses clients à créer de la valeur et à adresser leurs enjeux stratégiques en leur mettant à disposition des expertises technologiques (Data / IA, Cloud, Cyber) et une expérience sectorielle (Industrie, Banque, Assurance, Service, Secteur Public). Pour un accompagnement global, le groupe propose des offres transverses autour du Handicap (Apsid'EA), du Digital Learning, et du Conseil.
Et votre place dans tout ça ?
Notre volonté est de vous accompagner dans la construction et l'épanouissement de votre carrière en nous appuyant notamment sur 3 piliers :
- Une rémunération à hauteur de vos investissements et de vos compétences
- Une trajectoire professionnelle stimulante sur mesure
- Un engagement autour des valeurs Apsidiennes : la qualité de vie et des conditions de travail au coeur de nos enjeux
Engagée pour un monde plus inclusif et plus responsable, Apside réinvente l'ESN et propose l'Engagement Sociétal et Numérique. Découvrez notre démarche RSE ainsi que notre vision de l'Entreprise Engagée. Convaincu ? A vous de jouer, envoyez-nous votre CV !
Rejoignez l'aventure Apsidienne et découvrez notre vision d'une ESN singulière et résiliente
SR"
9267380,Data Engineer- F/H - Comptabilité (H/F),Publié il y a 14 jours,SEYOS ,44,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9267380,Salaire brut : 40 - 50 k€ brut annuel,Expérience exigée de 2 An(s),N/A,[],"Descriptif du poste:
Notre client est un groupe comptable international qui a été fondé il y a plus de six décennies. En France, notre client dispose d'un réseau de 16 agences couvrant l'ensemble du pays. L'objectif de notre client est de standardiser son infrastructure à l'échelle nationale.

Chiffres clés :

- 1200 Collaborateurs en France et 110 sur l'agence de Nantes
- 135 millions de CA en France et 6 millions pour l'agence de Nantes
- 6  groupe comptable mondiale

Le pôle conseil assiste une clientèle variée, composée de PME et d'ETI, qu'elles soient françaises ou internationales (dans des secteurs tels que le Retail, l'Énergie, le Private Equity, l'Industrie, la Santé, les Services, etc.). 

Dans le cadre du développement de son activité, notre client recherche un Ingénieur Data - H/F

Vos missions :

- Examiner la qualité des données et des processus en collaboration avec les Data Analysts.
- Conception et amélioration des flux de données et de traitements
d'information
- Mise en place d'un Datalake

Environnement technique : Python, Spark, SQL, Azure (data factory), AWS (S3, Athena, Redshift), Localisation : Nantes (Saint-Herblain)
Rémunération : 40 000 - 50 000 Euros selon profil
Télétravail : 2 jours

Les avantages :

- 13  mois
- 13 jours de RTT
- Tickets Restaurant (60% de prise en charge)
- Mutuelle
- Participation au Transport
- Horaires flexibles

Profil recherché:
- Vous avez une Première expérience réussie sur un poste similaire 
- Vous êtes curieux(se), organisé(e), autonome, rigoureux(se) et possédez un bon relationnel
- Vous maîtrisez le langage de programmation Python
- Vous avez des connaissances Big Data"
9266987,"Data engineer F/H - Système, réseaux, données (H/F)",Publié il y a 14 jours,FREE PRO ,13,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9266987,Salaire brut : A négocier,Expérience exigée de 2 An(s),N/A,[],"Descriptif du poste:
Au sein de la DSI vous aurez pour missions d'accompagner le comité de direction par la mise en place d'outils d'aide à la décision.



Vous aurez pour principale mission de construire et maintenir des systèmes de traitement et conversion de données brutes pour des besoins métiers.



Vos missions :



collecter, nettoyer et inventorier les sources et données disponibles dans le SI et dans le DWH.

Participer aux spécifications fonctionnelles et techniques de la plateforme Data de l'entreprise.

Mettre en place des pipelines de traitement de données

Garantir la disponibilité et la qualité des données mises à disposition.

Monitorer les flux de transferts de données et mettre en place des indicateurs de contrôles.

Assurer le lien entre les différents acteurs Data de l'entreprise : Data Analyst, Centre d'expertise Data, AdminSys, IoT.

Profil recherché:
Diplômé(e) d'un BAC+5 en informatique, vous justifiez d'une expérience de minimum 3 ans dans un poste similaire. Vous êtes dynamique, curieux(se) et possédez une bonne capacité d'adaptation aux différents interlocuteurs métiers.

Votre rigueur, votre sens de l'organisation et du service vous permettront de réussir pleinement à ce poste.



COMPÉTENCES TECHNIQUES REQUISES

Connaissances solides et experience des bases de données (Postgresql, Oracle, MySQL.), de la programmation (srtuctures ETL, XML, Json, .).

Connaissance de plusieurs langages de programmation(Java, Python, Perl, .)

Expérience reconnue dans le de design de base de données (MCD/MPD,.) et des outils ETL/ELT (Talend, Spark.)

Une expérience dans l'implémentation d'architecture orientées ML seraient un plus."
9266128,"Data Engineer Cloud Sénior F/H - Système, réseaux, données (H/F)",Publié il y a 14 jours,INETUM ,80,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9266128,Salaire brut : 50 - 60 k€ brut annuel,Expérience exigée de 4 An(s),N/A,[],"Descriptif du poste:

 

Dans le cadre de notre développement, le groupe Inetum recherche un Data Engineer Cloud Sénior (H/F) pour intégrer son équipe transverse d'experts ""Digital Consulting"" (Data / Cloud / Cybersécurité / Digital Workplace).

Data est le centre d'expertise data d'Inetum en France. C'est une Business Unit avec un mindset de start-up dans un groupe à vocation internationale et multi-spécialiste. Depuis 3 ans, notre unité spécialisée sur la Data a effectué pas moins de 25 réalisations à fort enjeux chez ses Clients partenaires.

Dans le cadre de son renforcement, nous recherchons un Data Engineer Cloud Sénior H/F. En tant que garant de l'accès qualitatif aux sources de données et de son utilisation, vos missions seront de contribuer à la définition de la politique de la donnée et à la structuration de son cycle de vie dans le respect des réglementations en vigueur.

Directement rattaché au directeur de la Business Unit vous serez amené à réaliser les tâches suivantes:
- Saisir et traiter les données (structurées et non structurées) produites dans les différentes applications,
- Développer des applications d'injection et de traitements massifs sur des volumétries importantes dans les langages Python ou Java et Scala ou Spark,
- Participer à l'industrialisation d'applications partiellement réalisées (optimisation du code, optimisation des performances, utilisation maximisée des possibilités des outils et du cluster disponible),
- Travailler dans un contexte Cloud (Azure, GCP ou AWS) et Agile.
 

Profil recherché:

 

- Vous êtes un ingénieur ayant évolué dans le monde du développement (langages java, scala, python) avec une culture DevOps, une maîtrise des BDD, du Shell/Unix...
- Vous avez 4 ans minimum d'expérience en développement,
- Vous justifiez d'une expérience a minima sur une distribution Hadoop, Cloudera, Horthonworks ou MAP-R.
- Vous êtes à l'aise avec les principes du cloud, une première expérience avec l'un des cloud provider suivant : AWS, Azure et/ou GCP serait un plus...
- Vous avez un esprit curieux, orienté sur la mise en place d'algorithmes de manipulation de données volumineuses, sur la manière de les rendre plus performantes (parallélisation, distribution de charge) et dans des conditions de hautes disponibilités.
- Vous appréciez le travail en équipe, vous aimez les challenges et les enjeux techniques vous passionnent.
- Votre curiosité intellectuelle et technologique, liée à vos excellentes qualités de communication, vous amène naturellement à partager vos connaissances avec vos clients, vos collaborateurs

Pourquoi nous rejoindre ?
Vous rejoindrez un pôle d'experts Big Data, dans un esprit "" start-up "" au sein d'un grand groupe international, disposant de matériels spécifiques et dédiés à la réalisation de projets innovants,
Vous évoluerez, avec une forte autonomie, dans un environnement bienveillant où vous pourrez échanger, partager et grandir à travers des missions variées (nature des projets, secteur d'activité de nos clients, en IDF ou en régions, ...) ... chez Inetum la connaissance est partagée (apprendre à donner et recevoir du feedback)
Vous bénéficierez d'un parcours de formation individualisé
 "
9265837,"Data Engineer F/H - Système, réseaux, données (H/F)",Publié il y a 14 jours,IDDEA ,45,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9265837,Salaire brut : A partir de 38 k€ brut annuel,Expérience exigée de 5 An(s),N/A,[],"Descriptif du poste:

Dans le cadre de son développement, la société IDDEA, recherche un(e) Ingénieur(e) de données, pour son siège d Orléans (45).
 
Missions
Sous la responsabilité d un expert technique et fonctionnel, vous êtes amené(e) à :
 
* maintenir nos outils existants. Ces outils basés sur Excel/VBA permettent d automatiser les compilations, mises en forme et interprétation de données de qualité des milieux ;
* concevoir de nouveaux outils d automatisation de traitement de données scientifiques : définition du besoin, choix d outils pérennes et définition d architecture ;
* gérer les projets : priorisation des tâches, suivi de réalisation, développement, livraison ;
* participer à l encadrement d un(e) alternant(e) avec l appui de l expert en poste.
* développer l'interopérabilité par l'usage d'API et de webservices ;
* développer la digitalisation des procédures relatives aux synthèses, à la mise en forme, au traitement et à l interprétation des données traitées dans le cadre de nos études environnementales liées aux sites et sols pollués par exemple au travers de la mise en place d un ETL (Talend, ).
 
A ce titre, il vous est demandé, selon les priorités définies par la Direction, de :
* vous approprier les outils existants pour être en mesure d assister les équipes utilisatrices ;
* recueillir l expression des besoins des équipes métiers ;
* développer les outils en collaboration avec notre expert et les utilisateurs :
o   concevoir la solution la mieux à même de répondre à la problématique ;
o   élaborer des prototypes en concertation avec l équipe d ingénieurs ;
o   développer les outils dans une logique pragmatique et opérationnelle terrain ;
* élaborer des passerelles entre nos systèmes informatiques et ceux de nos partenaires fournisseurs ;
* sur la base de votre expertise, être force de proposition sur les possibilités de digitalisation et d automatisation de nos process de production pour la génération, par exemple, de rapports d études.
 
Pourquoi nous rejoindre
* ·         Vous intègrerez une équipe dynamique et en développement ;
* ·         Vous collaborerez avec un expert qui participera à votre montée en compétence et vous accompagnera dans votre intégration ;
* ·         Vous profiterez d'une grande autonomie dans vos missions et de la possibilité de monter en compétence dans des domaines variés ;
* Vous aurez l'opportunité d'être un acteur important dans la mise en place d'une culture data au sein du groupe Gengis

Profil recherché:

Doté(e) d'une appétence pour les sciences de la terre, vous avez une expertise solide d'au moins 5 ans en programmation, développement d'outils informatiques et en gestion de projets. À ce titre :
 
* Vous maîtrisez plusieurs langages de programmation dont idéalement Python et Visual Basic pour Applications (VBA). VBA est utilisé pour nos applications Excel et Access, et serait utile pour la maintenance de nos outils ;
* Vous avez une culture informatique et data vous permettant d'accompagner vos collaborateurs à l'adoption de bonnes pratiques. Vous avez une appétence pour les nouvelles technologies, en particulier en matière d'IA. Vous aurez pour mission d'explorer l'application de ces technologies pour la génération automatique de rapports d'étude et pour l'aide à la décision lors des interprétations.
* Le développement d'interfaces (maquettage, technologies web, principes d'ergonomie) fait partie de vos compétences ;
* Vous êtes pluridisciplinaire, polyvalent, autonome;
* Vous avez un attrait pour les données géographiques et les outils associés (QGIS) ;
* Vous avez une démarche centrée utilisateur et êtes soucieux(se) de l'expérience utilisateur (UX) ;
* Pragmatique, vous choisissez les solutions techniques maintenables et pérennes.
 
Votre créativité, votre rigueur et votre organisation sont de véritables atouts pour réussir à ce poste.
 
 
Compétences techniques
* Programmation : Python, Java, VBA, R
* Excel : création de Dashboard, programmation de macros
* SQL (niveau intermédiaire)
* Connaissance d'un ETL
* Méthodologie Agile (SCRUM)
* Maquettage : Figma / Balsamiq / .
* Connaissance d'un Framework de développement web (Django / Symfony / .)
* La maitrise de SharePoint serait un plus"
9264863,"Data Engineer Confirmé F/H - Système, réseaux, données (H/F)",Publié il y a 14 jours,RAYN ,6,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9264863,Salaire brut : 40 - 60 k€ brut annuel,Expérience exigée de 3 An(s),N/A,[],"Descriptif du poste:

Mission 1 : Acheminement de la donnée
* 
Recueillir les besoins métiers des différentes unités demandeuses et utilisatrices de solutions de collecte et stockage de la donnée.
* 
Développer les solutions techniques de collecte de la donnée via des API.
* 
Développer des solutions techniques de stockage de la donnée.
* 
Réaliser les tests unitaires et d'intégration.
* 
Mettre en place et maintenir les mécanismes de synchronisation en production (jobs spark).

Mission 2 : Mise à disposition des données aux équipes utilisatrices
* 
Industrialiser et automatiser le nettoyage de la donnée selon les spécifications retenues.
* 
Gérer, maintenir et documenter de multiples bases de données (via l'importation de données externes en open data ou de données internes par exemple).
* 
Gérer le cycle de vie de la donnée conformément aux directives inscrites dans le RGPD.
* 
Assurer le suivi de production et la maintenance.

Mission 3 : Mise en production de modèles statistiques dans les applications
* 
Développer l'industrialisation de modèles statistiques ou de machine learning.
* 
Implémentation du suivi de la validité du modèle statistique.
* 
Assurer le suivi de production et la maintenance.

Mission 4 : Suivi des projets de développement
* 
Établir les spécifications techniques à partir de l'analyse des besoins.
* 
Reporter l'activité auprès du chef de projet.

Profil recherché:

Compétences et aptitudes

Savoir
* 
Master 2 en informatique, en data science, ou en statistiques INDISPENSABLE
* 
École d'ingénieurs en informatique, en data science, ou en statistiques INDISPENSABLE

Savoir Faire
* 
Maîtrise de l'environnement Hive/Spark (que ce soit en local ou dans le cloud) INDISPENSABLE
* 
Maîtrise des bases de données et gestion de bases de données (SQL/NoSQL) INDISPENSABLE
* 
Maîtrise de langages de programmation (Scala, Java, Python?) INDISPENSABLE
* 
Maîtrise de l'infrastructure cloud (AWS, EKS, Kube) INDISPENSABLE
* 
Maîtrise les méthodes de développement agile INDISPENSABLE
* 
Connaissance de la réglementation concernant les données personnelles et des principes de cybersécurité INDISPENSABLE
* 
Maîtrise des systèmes d'exploitation (Unix, Windows?) INDISPENSABLE
* 
Connaissance des solutions de manipulation des données ETL/LET   SOUHAITÉ

Savoir Être
* 
Force de proposition INDISPENSABLE
* 
Organisation INDISPENSABLE
* 
Autonomie INDISPENSABLE
* 
Rigueur INDISPENSABLE
* 
Curiosité sectorielle et goût pour l'innovation INDISPENSABLE"
9241737,Data Engineer (H/F),Publié il y a 16 jours,ALTITUDE INFRASTRUCTURE ,27,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/9241737,N/A,Débutant accepté,N/A,[],"RESPONSABILITÉS : 

Au cœur de la DSI, sous la responsabilité du responsable SI Gestion, vous intégrez l'équipe DATA.
Vous serez amenez à travailler :
 - Dans le développement global de l'environnement décisionnel, de la conception du DWH jusqu'aux dataviz sous Power BI
 - Avec tous les métiers de l'entreprise. Construction, exploitation, production, commerce, finance et bien d'autres
 - En dominante la politique RSE groupe
Vous devez être en mesure de comprendre d'où vient la donnée et challenger la source
 - Analyser la meilleure façon d'automatiser la récupération de la donnée
 - Concevoir « l'architecture » de récolte et de compilation de la donnée
 - Préparer/anticiper la future restitution, en intégrant le croisement de dimension avec d'autres reportings (notamment financiers et Indicateurs)
§  Entités
§  Temporalité et granularité dans le temps
§  Scénarios : Budget ou Réel
o   Groupe / Sous Groupe / Conso
 - En collaboration avec les chefs de projet SI afin de consolider les différents référentiels SI
 - En environnement Full Microsoft : MSSQL, SSIS, SSAS, SSRS, Power BI

PROFIL RECHERCHÉ : 

 - Vous êtes titulaire d'un Master ou cycle d'ingénieur spécialisé dans l'IT  
 - Vous avez une première expérience sur un poste équivalent
 - Vous maitrisé le langage SQL, Langages, Python, R
 - Vous maitrise des environnements SSIS, MSSQL, SSAS, PowerBI
Pourquoi nous ?
·       Une formation à nos méthodes, process, outils, techniques et services
·       Des possibilités d'évolution
·       De bonnes conditions de travail (investissement, proximité, réactivité.)
·       Un fonctionnement collaboratif en mode projet et dans le support aux métiers
·       Une entreprise à la pointe de la technologie (R&D, High Tech, Innovations digitales.)"
